,year,type,country,activity,age,species,month,fatal,sex
77,2016,Unprovoked,australia,Swimming,12.0,Unspecified,Apr,N,M
78,2016,Provoked,french polynesia,Spearfishing,22.0,Grey Shark,Apr,Unknown,M
79,2016,Provoked,french polynesia,Spearfishing,26.0,Grey Shark,Apr,N,M
80,2016,Unprovoked,new caledonia,Walking,25.0,Tiger Shark,Apr,Y,F
81,2016,Unprovoked,usa,Paddle boarding,48.0,Tiger Shark,Jan,N,M
82,2016,Unprovoked,australia,Wading,11.0,Unspecified,Jan,N,M
83,2016,Unprovoked,australia,Spearfishing,31.0,Unspecified,Jan,N,M
84,2015,Unprovoked,usa,Paddle boarding,25.0,Unspecified,Dec,N,M
85,2015,Unprovoked,australia,Surfing,43.0,Unspecified,Dec,N,M
86,2015,Unprovoked,ecuador,Snorkeling,55.0,Unspecified,Nov,N,M
87,2015,Unprovoked,australia,Surfing,20.0,Bull Shark,Nov,N,M
88,2015,Invalid,usa,Surfing,9.0,Unspecified,Nov,Unknown,F
89,2015,Unprovoked,usa,Wading,28.0,Unspecified,Nov,N,F
90,2015,Unprovoked,south africa,Surfing,42.0,White Shark,Oct,N,M
91,2015,Unprovoked,usa,Surfing,21.0,Unspecified,Oct,N,M
92,2015,Unprovoked,usa,Surfing,21.0,Unspecified,Oct,N,M
93,2015,Invalid,usa,Surfing,32.0,Unspecified,Oct,Unknown,M
94,2015,Unprovoked,usa,Swimming,44.0,Tiger Shark,Oct,N,M
95,2015,Unprovoked,usa,Surfing,25.0,Tiger Shark,Oct,N,M
96,2015,Unprovoked,usa,Wading,13.0,Unspecified,Oct,N,M
97,2015,Unprovoked,usa,Surfing,14.0,Unspecified,Oct,N,M
98,2015,Unprovoked,usa,Surfing,22.0,Unspecified,Sep,N,M
99,2015,Unprovoked,usa,Surfing,14.0,Unspecified,Sep,N,M
100,2015,Unprovoked,usa,Spearfishing,27.0,Tiger Shark,Sep,N,M
101,2015,Unprovoked,usa,Wading,12.0,Unspecified,Sep,N,M
102,2015,Unprovoked,australia,Surfing,42.0,Unspecified,Sep,N,M
103,2015,Unprovoked,usa,Stand-Up Paddleboarding,50.0,White Shark,Sep,N,F
104,2015,Provoked,usa,Kayak Fishing,29.0,Unspecified,Sep,N,M
105,2015,Unprovoked,australia,Surf-skiing,62.0,White Shark,Sep,N,M
106,2015,Unprovoked,thailand,Wading,37.0,Unspecified,Sep,N,F
107,2015,Unprovoked,usa,Surfing,54.0,White Shark,Aug,N,F
108,2015,Unprovoked,usa,Surfing,21.0,White Shark,Aug,N,M
109,2015,Unprovoked,usa,Surfing,15.0,Unspecified,Aug,N,M
110,2015,Unprovoked,usa,Walking,10.0,Unspecified,Aug,N,F
111,2015,Boating,usa,Kayak Fishing,22.0,White Shark,Aug,N,M
112,2015,Invalid,spain,Swimming,10.0,Unspecified,Aug,Unknown,M
113,2015,Provoked,usa,Spearfishing,57.0,Unspecified,Aug,N,M
114,2015,Unprovoked,australia,Surfing,52.0,White Shark,Jul,N,M
115,2015,Unprovoked,usa,Surfing,25.0,Unspecified,Jul,N,M
116,2015,Invalid,usa,Floating,35.0,Unspecified,Jul,Unknown,F
117,2015,Unprovoked,australia,Scallop diving on hookah,46.0,White Shark,Jul,Y,M
118,2015,Unprovoked,usa,Surfing,38.0,White Shark,Jul,N,M
119,2015,Unprovoked,australia,Surfing,52.0,White Shark,Jul,N,M
120,2015,Unprovoked,australia,Body boarding ,32.0,White Shark,Jul,N,M
121,2015,Unprovoked,usa,Swimming,25.0,Unspecified,Jul,N,M
122,2015,Unprovoked,usa,Playing in the water,12.0,Unspecified,Jun,N,M
123,2015,Unprovoked,usa,Swimming,18.0,Bull Shark,Jun,N,M
124,2015,Unprovoked,south africa,Body Boarding,19.0,White Shark,Jun,N,M
125,2015,Unprovoked,south africa,Surfing,23.0,White Shark,Jun,N,M
126,2015,Unprovoked,usa,Standing,43.0,Unspecified,Jun,N,M
127,2015,Unprovoked,usa,Swimming,6.0,Tiger Shark,Jun,N,M
128,2015,Invalid,australia,Surfing,37.0,White Shark,Jun,N,F
129,2015,Unprovoked,usa,Wading,16.0,Bull Shark,Jun,N,M
130,2015,Unprovoked,usa,Wading,12.0,Bull Shark,Jun,N,F
131,2015,Unprovoked,usa,Boogie boarding,13.0,Unspecified,Jun,N,F
132,2015,Unprovoked,usa,Playing,11.0,Bull Shark,Jun,N,M
133,2015,Unprovoked,reunion,Surfing,47.0,Bull Shark,Jun,N,M
134,2015,Unprovoked,french polynesia,Spearfishing,19.0,Unspecified,May,N,M
135,2015,Unprovoked,usa,Surfing,18.0,Unspecified,Unknown,N,M
136,2015,Unprovoked,south africa,Diving,29.0,White Shark,May,N,M
137,2015,Unprovoked,usa,Wading,63.0,Unspecified,Apr,N,M
138,2015,Unprovoked,australia,Surfing,26.0,White Shark,Apr,N,M
139,2015,Unprovoked,australia,Surf skiing ,25.0,White Shark,Jun,N,M
140,2015,Unprovoked,reunion,Surfing,13.0,Bull Shark,Apr,Y,M
141,2015,Unprovoked,usa,Spearfishing,25.0,Bull Shark,Apr,N,M
142,2015,Invalid,brazil,Surfing,23.0,Unspecified,Mar,Unknown,M
143,2015,Unprovoked,usa,Standing / Snorkeling,58.0,Tiger Shark,Mar,N,M
144,2015,Unprovoked,french polynesia,Hand feeding sharks,9.0,Unspecified,Mar,N,M
145,2015,Unprovoked,reunion,Swimming,22.0,Tiger Shark,Feb,Y,F
146,2015,Unprovoked,australia,Surfing,41.0,Unspecified,Feb,Y,M
147,2015,Unprovoked,australia,Surfing,35.0,Unspecified,Feb,N,M
148,2015,Boating,australia,Rowing,57.0,Bull Shark,Jan,N,M
149,2015,Provoked,usa,Shark fishing,20.0,Unspecified,Jan,N,M
150,2015,Unprovoked,bahamas,Snorkeling,34.0,White Shark,Jan,N,F
151,2015,Unprovoked,south africa,Surfing,15.0,Unspecified,Jan,N,M
152,2014,Unprovoked,australia,Spearfishing,17.0,White Shark,Dec,Y,M
153,2014,Unprovoked,usa,Surfing,50.0,White Shark,Dec,N,M
154,2014,Provoked,australia,Fishing,40.0,Unspecified,Dec,N,M
155,2014,Unprovoked,australia,Spearfishing,17.0,Tiger Shark,Dec,Y,M
156,2014,Unprovoked,usa,Surfing,44.0,Unspecified,Nov,N,M
157,2014,Unprovoked,usa,Snorkeling,53.0,Unspecified,Nov,N,M
158,2014,Unprovoked,usa,Surfing,34.0,Tiger Shark,Oct,N,F
159,2014,Unprovoked,australia,Surfing,13.0,Unspecified,Oct,N,F
160,2014,Unprovoked,usa,Surfing,29.0,Unspecified,Oct,N,M
161,2014,Unprovoked,usa,Surfing,15.0,Unspecified,Oct,N,M
162,2014,Unprovoked,usa,Surfing,28.0,Unspecified,Oct,N,M
163,2014,Unprovoked,australia,Surfing,23.0,White Shark,Oct,N,M
164,2014,Unprovoked,australia,Swimming,50.0,Unspecified,Sep,Y,M
165,2014,Unprovoked,usa,Fishing ,43.0,Bull Shark,Sep,N,M
166,2014,Boating,usa,Kayaking ,20.0,White Shark,Sep,N,F
167,2014,Provoked,usa,Fishing,52.0,Unspecified,Sep,N,M
168,2014,Unprovoked,usa,Body surfing,13.0,Unspecified,Aug,N,F
169,2014,Unprovoked,usa,Swimming,7.0,Bull Shark,Aug,N,M
170,2014,Unprovoked,usa,Boogie boarding,10.0,Unspecified,Aug,N,M
171,2014,Unprovoked,south africa,Surfing,20.0,White Shark,Aug,N,M
172,2014,Unprovoked,usa,Swimming,61.0,Unspecified,Jul,N,M
173,2014,Unprovoked,usa,Swimming,39.0,Unspecified,Jul,N,M
174,2014,Invalid,bahamas,Shark diving,63.0,Unspecified,Jul,Unknown,M
175,2014,Unprovoked,usa,Body surfing,19.0,Unspecified,Jul,N,M
176,2014,Unprovoked,usa,Standing,16.0,Unspecified,Jun,N,M
177,2014,Unprovoked,australia,Body boarding,39.0,Unspecified,Jun,N,M
178,2014,Unprovoked,usa,Swimming,22.0,Bull Shark,Jun,N,F
179,2014,Unprovoked,australia,Surfing,35.0,White Shark,May,N,M
180,2014,Unprovoked,usa,Swimming,40.0,Unspecified,May,N,F
181,2014,Unprovoked,usa,Surfing,23.0,Unspecified,May,N,M
182,2014,Unprovoked,australia,Swimming,63.0,White Shark,Apr,Y,F
183,2014,Invalid,australia,Diving for lobsters,38.0,Unspecified,Mar,Unknown,M
184,2014,Unprovoked,south africa,Swimming,25.0,Unspecified,Mar,Y,M
185,2014,Unprovoked,french polynesia,Kitesurfing,21.0,Unspecified,Feb,N,M
186,2014,Unprovoked,new zealand,Surfing,28.0,Unspecified,Feb,N,M
187,2013,Unprovoked,new caledonia,Snorkeling,37.0,Bull Shark,Dec,N,M
188,2013,Unprovoked,south africa,Surfing,19.0,White Shark,Dec,N,M
189,2013,Unprovoked,usa,Boogie boarding,29.0,Tiger Shark,Dec,N,M
190,2013,Unprovoked,usa,Surfing,30.0,Unspecified,Dec,N,M
191,2013,Unprovoked,australia,Surfing,26.0,Unspecified,Dec,N,M
192,2013,Unprovoked,australia,Body boarding,19.0,Tiger Shark,Nov,Y,M
193,2013,Unprovoked,australia,Surfing,35.0,White Shark,Nov,Y,M
194,2013,Unprovoked,usa,Surfing,25.0,White Shark,Nov,N,M
195,2013,Unprovoked,usa,Kiteboarding,46.0,Tiger Shark,Oct,N,M
196,2013,Unprovoked,australia,Snorkeling,60.0,Unspecified,Oct,N,F
197,2013,Unprovoked,reunion,Body boarding,24.0,Bull Shark,Oct,N,M
198,2013,Unprovoked,australia,Surfing,41.0,Unspecified,Oct,N,M
199,2013,Unprovoked,usa,Diving ,45.0,White Shark,Oct,N,M
200,2013,Unprovoked,usa,Surfing,25.0,Tiger Shark,Oct,N,M
201,2013,Unprovoked,usa,Wading,6.0,Unspecified,Oct,N,M
202,2013,Unprovoked,south africa,Swimming / snorkeling,25.0,White Shark,Oct,Y,M
203,2013,Unprovoked,australia,Diving for Abalone,55.0,White Shark,Oct,N,M
204,2013,Unprovoked,usa,Surfing,45.0,White Shark,Oct,N,M
205,2013,Unprovoked,usa,Swimming,21.0,Bull Shark,Sep,N,M
206,2013,Unprovoked,usa,Surfing,13.0,Unspecified,Sep,N,F
207,2013,Provoked,usa,Surfing,43.0,Unspecified,Sep,N,M
208,2013,Unprovoked,usa,Standing,25.0,Unspecified,Sep,N,M
209,2013,Unprovoked,usa,Casting a net,9.0,Unspecified,Sep,N,M
210,2013,Unprovoked,usa,Snorkeling,20.0,Tiger Shark,Aug,Y,F
211,2013,Unprovoked,usa,Surfing,10.0,Bull Shark,Aug,N,M
212,2013,Unprovoked,usa,Fishing,17.0,Bull Shark,Aug,N,M
213,2013,Unprovoked,bahamas,Spearfishing,40.0,Unspecified,Jul,N,M
214,2013,Unprovoked,usa,Surfing,18.0,Tiger Shark,Jul,N,M
215,2013,Unprovoked,bahamas,Cleaning fish,64.0,Unspecified,Jul,N,M
216,2013,Unprovoked,usa,Swimming,14.0,Unspecified,Jun,N,M
217,2013,Unprovoked,usa,Swimming,28.0,Tiger Shark,Jun,N,M
218,2013,Unprovoked,usa,Boogie Boarding,10.0,Unspecified,Jun,N,F
219,2013,Unprovoked,ecuador,Surfing,29.0,Unspecified,May,N,M
220,2013,Unprovoked,reunion,Body boarding,36.0,Bull Shark,May,Y,M
221,2013,Unprovoked,usa,Surfing,16.0,Unspecified,May,N,M
222,2013,Unprovoked,mexico,Swimming,34.0,Tiger Shark,Apr,N,F
223,2013,Unprovoked,australia,Fishing,51.0,Grey Shark,Apr,N,M
224,2013,Unprovoked,usa,Playing in the surf,9.0,Unspecified,Apr,N,M
225,2013,Unprovoked,usa,Surfing,21.0,Bull Shark,Apr,N,M
226,2013,Unprovoked,french polynesia,Kite boarding,53.0,Unspecified,Apr,N,M
227,2013,Unprovoked,usa,Surfing,58.0,Unspecified,Apr,N,M
228,2013,Provoked,south africa,Fishing - 'tag & release',30.0,Unspecified,Mar,N,M
229,2013,Unprovoked,jamaica,Spearfishing,25.0,Tiger Shark,Mar,Y,M
230,2013,Unprovoked,australia,Spearfishing,28.0,Unspecified,Mar,N,M
231,2013,Unprovoked,new zealand,Swimming,46.0,White Shark,Feb,Y,M
232,2013,Unprovoked,usa,Surfing,16.0,Unspecified,Feb,N,M
233,2013,Unprovoked,french polynesia,Scuba diving,48.0,Lemon Shark,Feb,N,M
234,2013,Unprovoked,usa,Surfing,43.0,Tiger Shark,Jan,N,M
235,2012,Unprovoked,australia,Surfing,23.0,Unspecified,Dec,N,M
236,2012,Unprovoked,australia,Paddle boarding,29.0,Bull Shark,Dec,N,M
237,2012,Unprovoked,australia,Surfing,32.0,Tiger Shark,Dec,N,M
238,2012,Unprovoked,usa,Surfing,60.0,Unspecified,Dec,N,M
239,2012,Unprovoked,australia,Spearfishing,31.0,Tiger Shark,Dec,N,M
240,2012,Unprovoked,usa,Snorkeling,61.0,Tiger Shark,Nov,N,M
241,2012,Unprovoked,mexico,Swimming,32.0,Unspecified,Nov,Y,M
242,2012,Unprovoked,usa,Surfing,14.0,Unspecified,Nov,N,M
243,2012,Unprovoked,usa,Diving,30.0,Tiger Shark,Nov,N,M
244,2012,Unprovoked,usa,Surfing,43.0,Tiger Shark,Nov,N,M
245,2012,Unprovoked,usa,Surfing,25.0,White Shark,Oct,N,M
246,2012,Unprovoked,usa,Swimming,51.0,Tiger Shark,Oct,N,F
247,2012,Unprovoked,usa,Surfing,39.0,White Shark,Oct,Y,M
248,2012,Unprovoked,usa,Paddle boarding,55.0,Unspecified,Oct,N,M
249,2012,Unprovoked,australia,Bodyboarding,11.0,Unspecified,Oct,N,M
250,2012,Unprovoked,usa,Surfing,21.0,Unspecified,Sep,N,M
251,2012,Unprovoked,usa,Surfing,22.0,Unspecified,Sep,N,M
252,2012,Unprovoked,usa,Boogie boarding,8.0,Unspecified,Sep,N,F
253,2012,Unprovoked,usa,Swimming or boogie boarding,56.0,Unspecified,Sep,N,F
254,2012,Unprovoked,usa,Free diving ,56.0,Lemon Shark,Aug,N,M
255,2012,Unprovoked,australia,Surfing,48.0,White Shark,Jul,N,M
256,2012,Unprovoked,usa,Body surfing,50.0,White Shark,Jul,N,M
257,2012,Unprovoked,australia,Surfing,24.0,White Shark,Jul,Y,M
258,2012,Boating,usa,Kayaking,52.0,Unspecified,Jul,N,M
259,2012,Unprovoked,south africa,Surfing,29.0,Unspecified,Jul,N,M
260,2012,Unprovoked,usa,Swimming,6.0,Bull Shark,Jun,N,M
261,2012,Unprovoked,usa,Sitting in the water,16.0,Unspecified,Jun,N,F
262,2012,Unprovoked,australia,Surf skiing ,62.0,Unspecified,Jun,N,M
263,2012,Provoked,usa,Fishing,23.0,Unspecified,Jun,N,M
264,2012,Unprovoked,usa,Swimming,18.0,Unspecified,Jun,N,F
265,2012,Unprovoked,usa,Swimming,16.0,Unspecified,Jun,N,M
266,2012,Unprovoked,australia,Surfing,42.0,Unspecified,Jun,N,M
267,2012,Provoked,italy,Attempting to rescue an injured & beached shark,57.0,Unspecified,Jun,Unknown,M
268,2012,Unprovoked,australia,Surf skiing ,30.0,White Shark,Jun,N,M
269,2012,Unprovoked,usa,Wading,33.0,Unspecified,May,N,F
270,2012,Unprovoked,mexico,Free diving / spearfishing,46.0,Bull Shark,May,N,M
271,2012,Unprovoked,usa,Surfing,22.0,Unspecified,May,N,M
272,2012,Boating,usa,Kayaking / Fishing,30.0,White Shark,May,N,M
273,2012,Unprovoked,usa,Paddle boarding,15.0,White Shark,May,N,F
274,2012,Unprovoked,usa,Surfing,28.0,Unspecified,Apr,N,M
275,2012,Unprovoked,south africa,Body boarding,20.0,White Shark,Apr,Y,M
276,2012,Unprovoked,usa,Surfing,28.0,Tiger Shark,Apr,N,M
277,2012,Unprovoked,australia,Scuba diving,33.0,White Shark,Mar,Y,M
278,2012,Unprovoked,australia,Surfing,20.0,Bull Shark,Mar,N,M
279,2012,Unprovoked,usa,Surfing,61.0,Bull Shark,Mar,N,M
280,2012,Unprovoked,usa,Surfing,15.0,Unspecified,Mar,N,F
281,2012,Unprovoked,usa,Surfing,17.0,Unspecified,Mar,N,M
282,2012,Provoked,australia,"Diving, feeding sharks",34.0,Unspecified,Mar,N,F
283,2012,Unprovoked,usa,Kite Surfing,19.0,Unspecified,Mar,N,M
284,2012,Unprovoked,australia,Snorkeling,26.0,Tiger Shark,Jan,N,M
285,2012,Unprovoked,australia,Surfing,44.0,White Shark,Jan,N,M
286,2012,Unprovoked,south africa,Swimming,25.0,Bull Shark,Jan,Y,M
287,2012,Unprovoked,australia,Surfing,28.0,Unspecified,Jan,N,M
288,2012,Unprovoked,australia,Spearfishing,34.0,Tiger Shark,Jan,N,M
289,2011,Unprovoked,australia,Surfing,51.0,White Shark,Dec,N,M
290,2011,Unprovoked,australia,Swimming,10.0,Unspecified,Nov,N,M
291,2011,Unprovoked,australia,Diving,32.0,White Shark,Oct,Y,M
292,2011,Unprovoked,australia,Diving,50.0,Unspecified,Oct,N,M
293,2011,Invalid,usa,Surfing,27.0,Unspecified,Sep,Unknown,M
294,2011,Unprovoked,south africa,Swimming,43.0,White Shark,Sep,N,M
295,2011,Unprovoked,usa,Spearfishing,21.0,Bull Shark,Sep,N,M
296,2011,Unprovoked,usa,Surfing,25.0,Unspecified,Sep,N,M
297,2011,Unprovoked,papua new guinea,Kite Surfing,30.0,Tiger Shark,Sep,N,M
298,2011,Unprovoked,australia,Body boarding,21.0,White Shark,Sep,Y,M
299,2011,Unprovoked,usa,Surfing,19.0,Unspecified,Sep,N,M
300,2011,Unprovoked,usa,Surfing,19.0,Unspecified,Aug,N,M
301,2011,Invalid,australia,Swimming,48.0,Unspecified,Aug,Unknown,M
302,2011,Unprovoked,south africa,Surfing,49.0,White Shark,Aug,Y,M
303,2011,Unprovoked,usa,Wading,20.0,Tiger Shark,Aug,N,F
304,2011,Unprovoked,russia,Swimming,25.0,Unspecified,Aug,N,M
305,2011,Unprovoked,french polynesia,Surfing,32.0,Grey Shark,Aug,N,M
306,2011,Unprovoked,seychelles,Swimming or Snorkeling,30.0,Bull Shark,Aug,Y,M
307,2011,Unprovoked,south africa,Surfing,29.0,White Shark,Jul,N,M
308,2011,Unprovoked,south africa,Scuba diving,22.0,Bull Shark,Jun,N,M
309,2011,Unprovoked,usa,Playing in the surf,10.0,Bull Shark,Jun,N,F
310,2011,Unprovoked,usa,Scuba diving,28.0,Unspecified,Jun,N,M
311,2011,Unprovoked,usa,Wading,19.0,Unspecified,Jun,N,M
312,2011,Unprovoked,south africa,Spearfishing,28.0,Unspecified,May,Y,M
313,2011,Unprovoked,new caledonia,Kite Boarding,15.0,Tiger Shark,May,Y,M
314,2011,Unprovoked,australia,Washing sand off a speared fish,17.0,Unspecified,Apr,N,M
315,2011,Unprovoked,usa,Surfing ,49.0,Unspecified,Apr,N,M
316,2011,Unprovoked,new zealand,Surfing,41.0,Unspecified,Apr,N,M
317,2011,Unprovoked,australia,Surfing,48.0,Bull Shark,Mar,N,M
318,2011,Unprovoked,australia,Wakeboarding,24.0,Unspecified,Mar,N,F
319,2011,Provoked,australia,Fishing,36.0,Bull Shark,Feb,N,M
320,2011,Unprovoked,new caledonia,Spearfishing,21.0,Unspecified,Feb,N,M
321,2011,Unprovoked,australia,Diving for abalone,49.0,White Shark,Feb,Y,M
322,2011,Unprovoked,mexico,Swimming,38.0,Unspecified,Jan,N,F
323,2011,Unprovoked,bahamas,Scuba diving,55.0,Unspecified,Jan,N,M
324,2011,Invalid,australia,Swimming,7.0,Unspecified,Jan,Unknown,F
325,2010,Unprovoked,usa,Body boarding,16.0,Unspecified,Dec,N,M
326,2010,Unprovoked,egypt,Snorkeling,25.0,White Shark,Dec,Y,F
327,2010,Unprovoked,egypt,Snorkeling,54.0,Unspecified,Dec,N,M
328,2010,Unprovoked,egypt,Snorkeling,46.0,Unspecified,Dec,N,M
329,2010,Unprovoked,egypt,Snorkeling,25.0,White Shark,Nov,N,F
330,2010,Unprovoked,egypt,Snorkeling,48.0,White Shark,Nov,N,F
331,2010,Unprovoked,australia,Snorkeling,20.0,White Shark,Oct,N,F
332,2010,Unprovoked,usa,Scuba diving,30.0,Unspecified,Oct,N,M
333,2010,Unprovoked,usa,Body boarding,19.0,White Shark,Oct,Y,M
334,2010,Unprovoked,australia,Surfing,22.0,Bull Shark,Oct,N,M
335,2010,Unprovoked,usa,Surfing,29.0,White Shark,Sep,N,M
336,2010,Unprovoked,australia,Surfing,15.0,Unspecified,Sep,N,M
337,2010,Unprovoked,australia,Surfing,31.0,White Shark,Aug,Y,M
338,2010,Unprovoked,usa,Standing,37.0,Unspecified,Aug,N,F
339,2010,Unprovoked,usa,Swimming,10.0,Unspecified,Jul,N,M
340,2010,Unprovoked,usa,Swimming,13.0,Tiger Shark,Jul,N,F
341,2010,Provoked,spain,Swimming,9.0,Unspecified,Jul,N,M
342,2010,Provoked,usa,Fishing,20.0,Unspecified,Jul,N,M
343,2010,Unprovoked,usa,Surfing,19.0,Unspecified,Jul,N,M
344,2010,Unprovoked,usa,Stand-Up Paddleboarding,48.0,Unspecified,Jul,N,M
345,2010,Unprovoked,vietnam,Swimming,17.0,Unspecified,Jun,N,M
346,2010,Unprovoked,usa,Boogie Boarding,18.0,Unspecified,Jun,N,F
347,2010,Provoked,usa,Fishing,49.0,Lemon Shark,May,N,M
348,2010,Unprovoked,vietnam,Rescuing,58.0,Unspecified,May,N,F
349,2010,Unprovoked,vietnam,Swimming,60.0,Unspecified,May,N,F
350,2010,Unprovoked,usa,Wading,10.0,Unspecified,May,N,F
351,2010,Provoked,usa,Measuring sharks,29.0,Lemon Shark,Apr,N,M
352,2010,Unprovoked,usa,Surfing,25.0,Unspecified,Apr,N,M
353,2010,Unprovoked,south africa,Surfing,35.0,Unspecified,Apr,N,M
354,2010,Unprovoked,egypt,Swimming / treading water,24.0,White Shark,Apr,N,M
